CustomerID,priority_rank,campaign_tier,segment,action,churn_risk,expected_clv,expected_return,roi_pct
15856.0,24,premium,Need Attention,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,25,premium,Hibernating,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,26,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,27,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,28,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,29,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,30,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,31,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,32,premium,Promising,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15856.0,33,premium,Lost/Churned,Personal Call + 30% Discount + VIP Support,33.8%,$1598.02,$273.85,547.7%
15358.0,34,premium,Need Attention,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,35,premium,Need Attention,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,36,premium,Need Attention,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,37,premium,Hibernating,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,38,premium,Hibernating,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,39,premium,Hibernating,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,40,premium,Promising,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,41,premium,Promising,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,42,premium,Promising,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,43,premium,Promising,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
15358.0,44,premium,Promising,Personal Call + 30% Discount + VIP Support,72.3%,$544.13,$185.9,371.8%
14535.0,45,premium,Need Attention,Personal Call + 30% Discount + VIP Support,87.8%,$418.12,$170.2,340.4%
14535.0,46,premium,Promising,Personal Call + 30% Discount + VIP Support,87.8%,$418.12,$170.2,340.4%
14535.0,47,premium,Promising,Personal Call + 30% Discount + VIP Support,87.8%,$418.12,$170.2,340.4%
14535.0,48,premium,Promising,Personal Call + 30% Discount + VIP Support,87.8%,$418.12,$170.2,340.4%
14535.0,49,premium,Promising,Personal Call + 30% Discount + VIP Support,87.8%,$418.12,$170.2,340.4%
13975.0,50,premium,Need Attention,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
13975.0,51,premium,Need Attention,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
13975.0,52,premium,Need Attention,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
13975.0,53,premium,Hibernating,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
13975.0,54,premium,Hibernating,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
13975.0,55,premium,Promising,Personal Call + 30% Discount + VIP Support,24.6%,$1450.51,$163.84,327.7%
12359.0,56,premium,Need Attention,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,57,premium,Need Attention,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,58,premium,Need Attention,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,59,premium,Hibernating,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,60,premium,Hibernating,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,61,premium,Promising,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12359.0,62,premium,Promising,Personal Call + 30% Discount + VIP Support,31.5%,$1103.71,$158.29,316.6%
12840.0,63,premium,Need Attention,Personal Call + 30% Discount + VIP Support,54.1%,$629.96,$154.3,308.6%
12840.0,64,premium,Need Attention,Personal Call + 30% Discount + VIP Support,54.1%,$629.96,$154.3,308.6%
12840.0,65,premium,Need Attention,Personal Call + 30% Discount + VIP Support,54.1%,$629.96,$154.3,308.6%
12840.0,66,premium,Hibernating,Personal Call + 30% Discount + VIP Support,54.1%,$629.96,$154.3,308.6%
12840.0,67,premium,Hibernating,Personal Call + 30% Discount + VIP Support,54.1%,$629.96,$154.3,308.6%
17107.0,68,premium,Promising,Personal Call + 30% Discount + VIP Support,41.2%,$786.61,$144.55,289.1%
17107.0,69,premium,Promising,Personal Call + 30% Discount + VIP Support,41.2%,$786.61,$144.55,289.1%
17107.0,70,premium,Promising,Personal Call + 30% Discount + VIP Support,41.2%,$786.61,$144.55,289.1%
15764.0,71,premium,Need Attention,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,72,premium,Need Attention,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,73,premium,Need Attention,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,74,premium,Hibernating,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,75,premium,Hibernating,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,76,premium,Hibernating,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
15764.0,77,premium,Lost/Churned,Personal Call + 30% Discount + VIP Support,36.5%,$831.32,$131.89,263.8%
14367.0,78,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,79,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,80,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,81,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,82,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,83,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14367.0,84,premium,Promising,Personal Call + 30% Discount + VIP Support,46.7%,$646.7,$131.22,262.4%
14907.0,85,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,86,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,87,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,88,premium,Hibernating,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,89,premium,Hibernating,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,90,premium,Hibernating,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,91,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,92,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,93,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,94,premium,Hibernating,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,95,premium,Hibernating,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,96,premium,Promising,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,97,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
14907.0,98,premium,Need Attention,Personal Call + 30% Discount + VIP Support,39.0%,$773.34,$130.95,261.9%
17706.0,99,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,100,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,101,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,102,premium,Hibernating,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,103,premium,Hibernating,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,104,premium,Promising,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,105,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,106,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,107,premium,Hibernating,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,108,premium,Promising,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,109,premium,Promising,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,110,premium,Need Attention,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
17706.0,111,premium,Hibernating,Personal Call + 30% Discount + VIP Support,38.0%,$755.07,$122.22,244.4%
14191.0,112,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,113,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,114,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,115,premium,Need Attention,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,116,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,117,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,118,premium,Hibernating,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
14191.0,119,premium,Promising,Personal Call + 30% Discount + VIP Support,46.2%,$619.8,$121.77,243.5%
13113.0,120,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,121,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,122,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,123,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,124,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,125,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,126,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,127,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,128,premium,Need Attention,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,129,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,130,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
13113.0,131,premium,Hibernating,Personal Call + 30% Discount + VIP Support,60.4%,$435.94,$107.97,215.9%
14849.0,132,premium,Need Attention,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
14849.0,133,premium,Need Attention,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
14849.0,134,premium,Promising,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
14849.0,135,premium,Promising,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
14849.0,136,premium,Promising,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
14849.0,137,premium,Promising,Personal Call + 30% Discount + VIP Support,22.0%,$1185.35,$106.5,213.0%
15073.0,138,premium,Need Attention,Personal Call + 30% Discount + VIP Support,63.1%,$404.35,$103.01,206.0%
15073.0,139,premium,Need Attention,Personal Call + 30% Discount + VIP Support,63.1%,$404.35,$103.01,206.0%
15073.0,140,premium,Need Attention,Personal Call + 30% Discount + VIP Support,63.1%,$404.35,$103.01,206.0%
15719.0,141,premium,Need Attention,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,142,premium,Need Attention,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,143,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,144,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,145,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,146,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,147,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
15719.0,148,premium,Promising,Personal Call + 30% Discount + VIP Support,16.9%,$1482.36,$100.42,200.8%
12415.0,149,premium,Need Attention,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,150,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,151,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,152,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,153,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,154,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
12415.0,155,premium,Promising,Personal Call + 30% Discount + VIP Support,33.5%,$712.15,$93.0,186.0%
16700.0,156,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,157,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,158,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,159,premium,Hibernating,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,160,premium,Hibernating,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,161,premium,Promising,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,162,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,163,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,164,premium,Hibernating,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,165,premium,Promising,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,166,premium,Hibernating,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,167,premium,Need Attention,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
16700.0,168,premium,Hibernating,Personal Call + 30% Discount + VIP Support,65.4%,$359.6,$91.05,182.1%
15128.0,169,premium,Need Attention,Personal Call + 30% Discount + VIP Support,69.2%,$334.26,$88.7,177.4%
15128.0,170,premium,Need Attention,Personal Call + 30% Discount + VIP Support,69.2%,$334.26,$88.7,177.4%
15128.0,171,premium,Need Attention,Personal Call + 30% Discount + VIP Support,69.2%,$334.26,$88.7,177.4%
15128.0,172,premium,Hibernating,Personal Call + 30% Discount + VIP Support,69.2%,$334.26,$88.7,177.4%
15128.0,173,premium,Hibernating,Personal Call + 30% Discount + VIP Support,69.2%,$334.26,$88.7,177.4%
14456.0,174,premium,Need Attention,Personal Call + 30% Discount + VIP Support,98.0%,$230.59,$85.57,171.1%
14456.0,175,premium,Need Attention,Personal Call + 30% Discount + VIP Support,98.0%,$230.59,$85.57,171.1%
14456.0,176,premium,Need Attention,Personal Call + 30% Discount + VIP Support,98.0%,$230.59,$85.57,171.1%
14456.0,177,premium,Hibernating,Personal Call + 30% Discount + VIP Support,98.0%,$230.59,$85.57,171.1%
14456.0,178,premium,Hibernating,Personal Call + 30% Discount + VIP Support,98.0%,$230.59,$85.57,171.1%
16011.0,179,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,180,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,181,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,182,premium,Hibernating,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,183,premium,Promising,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,184,premium,Promising,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,185,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,186,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,187,premium,Hibernating,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,188,premium,Hibernating,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,189,premium,Hibernating,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
16011.0,190,premium,Need Attention,Personal Call + 30% Discount + VIP Support,56.4%,$399.07,$84.99,170.0%
17050.0,191,premium,Need Attention,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
17050.0,192,premium,Promising,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
17050.0,193,premium,Promising,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
17050.0,194,premium,Promising,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
17050.0,195,premium,Promising,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
17050.0,196,premium,Promising,Personal Call + 30% Discount + VIP Support,32.3%,$694.36,$84.66,169.3%
13148.0,197,premium,Need Attention,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,198,premium,Need Attention,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,199,premium,Need Attention,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,200,premium,Hibernating,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,201,premium,Hibernating,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,202,premium,Promising,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,203,premium,Need Attention,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,204,premium,Need Attention,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,205,premium,Hibernating,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,206,premium,Hibernating,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
13148.0,207,premium,Hibernating,Personal Call + 30% Discount + VIP Support,92.6%,$237.95,$82.26,164.5%
17769.0,208,premium,Need Attention,Personal Call + 30% Discount + VIP Support,57.0%,$372.93,$77.5,155.0%
17769.0,209,premium,Need Attention,Personal Call + 30% Discount + VIP Support,57.0%,$372.93,$77.5,155.0%
17769.0,210,premium,Promising,Personal Call + 30% Discount + VIP Support,57.0%,$372.93,$77.5,155.0%
15498.0,211,premium,Need Attention,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,212,premium,Need Attention,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,213,premium,Need Attention,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,214,premium,Hibernating,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,215,premium,Hibernating,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,216,premium,Hibernating,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,217,premium,Need Attention,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,218,premium,Need Attention,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,219,premium,Promising,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,220,premium,Promising,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,221,premium,Promising,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
15498.0,222,premium,Promising,Personal Call + 30% Discount + VIP Support,17.8%,$1181.82,$76.28,152.6%
14188.0,223,premium,Need Attention,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,224,premium,Need Attention,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,225,premium,Need Attention,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,226,premium,Need Attention,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,227,premium,Hibernating,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,228,premium,Hibernating,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,229,premium,Hibernating,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
14188.0,230,premium,Promising,Personal Call + 30% Discount + VIP Support,48.9%,$426.02,$74.91,149.8%
17602.0,231,premium,Lost/Churned,Personal Call + 30% Discount + VIP Support,33.8%,$598.12,$71.12,142.2%
17602.0,232,premium,Lost/Churned,Personal Call + 30% Discount + VIP Support,33.8%,$598.12,$71.12,142.2%
12381.0,233,premium,Need Attention,Personal Call + 30% Discount + VIP Support,83.7%,$235.23,$68.14,136.3%
12381.0,234,premium,Need Attention,Personal Call + 30% Discount + VIP Support,83.7%,$235.23,$68.14,136.3%
12381.0,235,premium,Need Attention,Personal Call + 30% Discount + VIP Support,83.7%,$235.23,$68.14,136.3%
12381.0,236,premium,Need Attention,Personal Call + 30% Discount + VIP Support,83.7%,$235.23,$68.14,136.3%
17085.0,237,premium,Need Attention,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,238,premium,Need Attention,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,239,premium,Need Attention,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,240,premium,Promising,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,241,premium,Promising,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,242,premium,Hibernating,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,243,premium,Hibernating,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,244,premium,Hibernating,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
17085.0,245,premium,Promising,Personal Call + 30% Discount + VIP Support,44.5%,$439.91,$67.57,135.1%
13334.0,246,premium,Need Attention,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,247,premium,Need Attention,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,248,premium,Need Attention,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,249,premium,Hibernating,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,250,premium,Hibernating,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,251,premium,Promising,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
13334.0,252,premium,Promising,Personal Call + 30% Discount + VIP Support,27.1%,$723.64,$67.47,134.9%
15493.0,253,premium,Need Attention,Personal Call + 30% Discount + VIP Support,25.7%,$743.98,$64.79,129.6%
